"employee_id","performance_cycle","goal_score","competency_score","overall_rating","rating_date","manager_rating","calibration_rating","promotion_recommendation"
"BLD-101230","2024 Annual","2.8","2.8","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101232","2025 Annual","1.6","1.6","Below Expectations","2025-12-22","Below Expectations","Below Expectations","No"
"BLD-101233","2025 Annual","2.5","2.4","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101235","2025 Annual","3.4","2.7","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101237","2023 Annual","3.1","2.9","Meets Expectations","2023-12-17","Below Expectations","Meets Expectations","No"
"BLD-101238","2025 Annual","2.6","1.9","Meets Some Expectations","2025-12-13","Meets Expectations","Meets Some Expectations","No"
"BLD-101240","2024 Annual","3","3.3","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101240","2025 Annual","4.6","2.9","Exceeds Expectations","2025-12-16","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101241","2025 Annual","3.7","3.7","Exceeds Expectations","2025-12-10","Meets Expectations","Exceeds Expectations","No"
"BLD-101242","2025 Annual","3.1","2.8","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101243","2023 Annual","2.6","2.2","Meets Some Expectations","2023-12-15","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101245","2024 Annual","3.4","3.1","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101245","2025 Annual","4","3.7","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101246","2023 Annual","2.5","3","Meets Some Expectations","2023-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101246","2024 Annual","2.4","2.8","Meets Some Expectations","2024-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101246","2025 Annual","2.6","3.4","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101247","2025 Annual","2.8","3.9","Meets Expectations","2025-12-14","Exceptional","Meets Expectations","No"
"BLD-101250","2025 Annual","3.3","3.9","Meets Expectations","2025-12-10","Exceeds Expectations","Meets Expectations","No"
"BLD-101251","2025 Annual","4.6","3.7","Exceptional","2025-12-24","Exceptional","Exceptional","No"
"BLD-101252","2024 Annual","2.4","2.9","Meets Some Expectations","2024-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101252","2025 Annual","1.9","2.7","Meets Some Expectations","2025-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101253","2025 Annual","3.2","3.6","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101254","2024 Annual","3.4","2.7","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101254","2025 Annual","3.1","3","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101256","2023 Annual","2.5","3.2","Meets Some Expectations","2023-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101256","2024 Annual","2.5","3.2","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101256","2025 Annual","2.7","2.3","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101257","2023 Annual","3.2","3.1","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101257","2024 Annual","3.4","3.4","Exceeds Expectations","2024-12-26","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101257","2025 Annual","2.8","3.1","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101260","2024 Annual","1.7","2.2","Below Expectations","2024-12-14","Below Expectations","Below Expectations","No"
"BLD-101260","2025 Annual","4.2","3.8","Exceptional","2025-12-26","Meets Some Expectations","Exceptional","No"
"BLD-101261","2025 Annual","3","2.1","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101262","2023 Annual","2.7","2.9","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101262","2024 Annual","3.5","2.9","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101262","2025 Annual","3","3.5","Exceeds Expectations","2025-12-21","Meets Expectations","Exceeds Expectations","No"
"BLD-101264","2024 Annual","3","3.1","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101265","2023 Annual","2.8","3.4","Exceeds Expectations","2023-12-12","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101265","2024 Annual","3.3","2.9","Exceeds Expectations","2024-12-13","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101265","2025 Annual","3.2","2.9","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101268","2025 Annual","3.1","2.6","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101269","2023 Annual","2.7","3.3","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101269","2024 Annual","3.2","2.8","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101270","2024 Annual","3.7","2.3","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-101271","2025 Annual","3.4","3.3","Exceeds Expectations","2025-12-27","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101272","2023 Annual","2.1","2.6","Meets Some Expectations","2023-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101273","2025 Annual","1.8","2.2","Below Expectations","2025-12-27","Meets Expectations","Below Expectations","No"
"BLD-101274","2025 Annual","3.1","2.8","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-101275","2024 Annual","3.4","3.2","Exceeds Expectations","2024-12-28","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101275","2025 Annual","3.4","2.6","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101279","2024 Annual","2.8","2.7","Meets Some Expectations","2024-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101279","2025 Annual","3.5","3","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101280","2025 Annual","3.5","2.8","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101281","2023 Annual","3.3","2.7","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101281","2024 Annual","2.7","3","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101281","2025 Annual","3.2","3","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101282","2024 Annual","2.7","3.1","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101282","2025 Annual","3","2.9","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101283","2024 Annual","4","3","Exceeds Expectations","2024-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101283","2025 Annual","4.7","3.7","Exceptional","2025-12-16","Meets Expectations","Exceptional","Yes"
"BLD-101284","2023 Annual","3.2","2.7","Meets Expectations","2023-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101285","2024 Annual","2.8","3.1","Meets Some Expectations","2024-12-18","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101285","2025 Annual","2.3","2.7","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101286","2024 Annual","3.6","4.3","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101286","2025 Annual","3.7","2.5","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101287","2025 Annual","3.5","3.2","Meets Expectations","2025-12-22","Meets Some Expectations","Meets Expectations","No"
"BLD-101289","2023 Annual","3","3","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101290","2025 Annual","3.6","3","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101291","2024 Annual","2.2","2.7","Meets Some Expectations","2024-12-17","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101292","2024 Annual","4.3","3.9","Exceptional","2024-12-15","Exceptional","Exceptional","No"
"BLD-101292","2025 Annual","3.5","3.9","Exceptional","2025-12-12","Exceptional","Exceptional","Yes"
"BLD-101293","2025 Annual","2.4","3.3","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101294","2023 Annual","2.9","2.7","Meets Some Expectations","2023-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101294","2024 Annual","2.5","2.9","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101295","2025 Annual","2.8","3.1","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101296","2024 Annual","2.9","3.1","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101296","2025 Annual","2.8","2.7","Meets Some Expectations","2025-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101297","2024 Annual","3.1","3.7","Exceeds Expectations","2024-12-13","Meets Expectations","Exceeds Expectations","No"
"BLD-101297","2025 Annual","2.6","3.4","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101298","2025 Annual","2.9","2.9","Meets Expectations","2025-12-23","Meets Some Expectations","Meets Expectations","No"
"BLD-101299","2023 Annual","2.8","3.2","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-101299","2024 Annual","2.7","2.3","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101299","2025 Annual","1.9","1.5","Below Expectations","2025-12-22","Below Expectations","Below Expectations","No"
"BLD-101302","2024 Annual","2.8","3","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101302","2025 Annual","2.4","3.2","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101303","2025 Annual","3","3.1","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101304","2023 Annual","3.5","2.7","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101304","2024 Annual","2.8","3.3","Exceeds Expectations","2024-12-17","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101304","2025 Annual","2.1","3.2","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101305","2024 Annual","3.1","2.6","Meets Expectations","2024-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101305","2025 Annual","2.9","2.7","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101306","2023 Annual","2.7","2.3","Meets Some Expectations","2023-12-28","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101306","2024 Annual","3.8","4.4","Exceptional","2024-12-22","Exceeds Expectations","Exceptional","No"
"BLD-101307","2025 Annual","3.5","3.5","Exceptional","2025-12-15","Meets Expectations","Exceptional","Yes"
"BLD-101308","2023 Annual","2.7","2.9","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101308","2024 Annual","3.3","3","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101308","2025 Annual","2.2","2.7","Meets Some Expectations","2025-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101310","2024 Annual","2.7","2.5","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101310","2025 Annual","2.8","3.5","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101311","2024 Annual","2.9","2.6","Meets Expectations","2024-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101312","2025 Annual","2.8","3.2","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101313","2023 Annual","1.5","2.1","Below Expectations","2023-12-16","Below Expectations","Below Expectations","No"
"BLD-101313","2024 Annual","3.1","3.4","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101313","2025 Annual","3.3","3.5","Exceeds Expectations","2025-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101317","2025 Annual","3","3.4","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101318","2024 Annual","2.2","2.2","Below Expectations","2024-12-26","Meets Expectations","Below Expectations","No"
"BLD-101319","2024 Annual","2.4","2.7","Meets Some Expectations","2024-12-15","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101319","2025 Annual","3.4","3.7","Exceptional","2025-12-27","Exceptional","Exceptional","No"
"BLD-101320","2024 Annual","1.9","2.5","Below Expectations","2024-12-26","Below Expectations","Below Expectations","No"
"BLD-101320","2025 Annual","3.8","3.3","Exceeds Expectations","2025-12-28","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101321","2024 Annual","2.6","2.8","Meets Some Expectations","2024-12-28","Exceeds Expectations","Meets Some Expectations","No"
"BLD-101321","2025 Annual","3.5","3.8","Exceeds Expectations","2025-12-13","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101323","2025 Annual","2.7","2.6","Meets Some Expectations","2025-12-24","Meets Expectations","Meets Some Expectations","No"
"BLD-101324","2023 Annual","4.7","3.7","Exceptional","2023-12-19","Meets Expectations","Exceptional","Yes"
"BLD-101326","2024 Annual","2.7","2.7","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101329","2025 Annual","3.4","2.8","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101330","2023 Annual","4","4","Exceptional","2023-12-13","Exceptional","Exceptional","No"
"BLD-101330","2024 Annual","3","2.5","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101332","2025 Annual","3","3.1","Meets Expectations","2025-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101334","2025 Annual","3.1","2.5","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101335","2024 Annual","4.1","3.3","Exceeds Expectations","2024-12-20","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101335","2025 Annual","3.5","3.6","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101336","2025 Annual","3.3","4.2","Exceeds Expectations","2025-12-28","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101337","2025 Annual","3.6","2.6","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101338","2023 Annual","2.4","2.3","Meets Some Expectations","2023-12-17","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101338","2024 Annual","2.4","3.2","Meets Expectations","2024-12-16","Meets Some Expectations","Meets Expectations","No"
"BLD-101338","2025 Annual","3.6","2.9","Exceeds Expectations","2025-12-15","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101339","2024 Annual","2.7","3","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101339","2025 Annual","3.2","3.5","Exceeds Expectations","2025-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101340","2023 Annual","2.3","3.7","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101341","2024 Annual","3","2.9","Meets Some Expectations","2024-12-17","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101341","2025 Annual","2.6","3.8","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
